SL No,ATM Name,Address
10,"New Market FT-2, Dhaka ATM","Dhaka City New Market Main, Shop No. - 175 and 176, Dhaka New Market, Dhaka."
11,"New Market FT-3, Dhaka ATM","Dhaka City New Market Main, Shop No. - 175 and 176, Dhaka New Market, Dhaka."
12,"New Market FT-4, Dhaka ATM","Dhaka City New Market Main, Shop No. - 175 and 176, Dhaka New Market, Dhaka."
13,Gawsia FT-5 ATM,"Spectra Maqsud Tower, Holding No. 65, Elephant Road, Dhaka-1205."
14,Gawsia FT-1 ATM,"Spectra Maqsud Tower, Holding No. 65, Elephant Road, Dhaka-1205."
15,Gawsia FT-2 ATM,"Spectra Maqsud Tower, Holding No. 65, Elephant Road, Dhaka-1205."
16,Gawsia FT-4 ATM,"Spectra Maqsud Tower, Holding No. 65, Elephant Road, Dhaka-1205."
17,Dhaka New Market ATM,"New Market Kacha Bazar, Dhaka New Market, Dhaka-1205"
1,Nikunja 2 Road 13 FT - 1 ATM,"Holding No - 6, Road - 13, Nikunja - 2 R/A, Khilkhet, Dhaka  - 1229"
2,Nikunja 2 Road 13 FT - 2 ATM,"Holding No - 6, Road - 13, Nikunja - 2 R/A, Khilkhet, Dhaka  - 1229"
3,Nikunja 2 Road 13 FT - 3 ATM,"Holding No - 6, Road - 13, Nikunja - 2 R/A, Khilkhet, Dhaka  - 1229"
4,Nikunja 2 Road 13 FT - 4 ATM,"Holding No - 6, Road - 13, Nikunja - 2 R/A, Khilkhet, Dhaka  - 1229"
1,"Urdu Road FT-4, Dhaka ATM","Holding-101, Horonath Ghose Road (Urdu Road), Chawkbazar, Dhaka-1112."
2,LAXMIBAZAR FT-2 DHAKA,"Hazi Rehana Monjil, 19/A, Shuvash Bosh Avenue, Laxmibazar, Sutrapur, Dhaka-1100.  "
3,LAXMIBAZAR FT-3 DHAKA,"Hazi Rehana Monjil, 19/A, Shuvash Bosh Avenue, Laxmibazar, Sutrapur, Dhaka-1100.  "
4,LAXMIBAZAR FT-4 DHAKA,"Hazi Rehana Monjil, 19/A, Shuvash Bosh Avenue, Laxmibazar, Sutrapur, Dhaka-1100"
5,LAXMIBAZAR FT-1 DHAKA,"Hazi Rehana Monjil, 19/A, Shuvash Bosh Avenue, Laxmibazar, Sutrapur, Dhaka-1100"
6,ARMANITOLA FT-1 DHAKA,Ahmed Bawany Academy School 
7,ARMANITOLA FT-2 DHAKA,Ahmed Bawany Academy School 
8,ARMANITOLA FT-3 DHAKA,Ahmed Bawany Academy School 
9,"Urdu Road, Dhaka","Holding - 101, Horonath Ghose Road (Urdu Road), Chawkbazar, Dhaka - 1112."
10,"Urdu Road, Dhaka","Holding - 101, Horonath Ghose Road (Urdu Road), Chawkbazar, Dhaka - 1112."
11,"Urdu Road, Dhaka","Holding - 101, Horonath Ghose Road (Urdu Road), Chawkbazar, Dhaka - 1112."
1,"Mirpur 11 Bus Stand FT-1, ATM","Madhuri Bhaban, Holding-2, Road-3, Section-7, Pallabi, Mirpur 11 Bus Stand, Dhaka-1216."
2,"Mirpur 11 Bus Stand FT-2, ATM","Madhuri Bhaban, Holding-2, Road-3, Section-7, Pallabi, Mirpur 11 Bus Stand, Dhaka-1216."
3,"Mirpur 11 Bus Stand FT-3, ATM","Madhuri Bhaban, Holding-2, Road-3, Section-7, Pallabi, Mirpur 11 Bus Stand, Dhaka-1216."
4,"Mirpur 11 Bus Stand FT-4, ATM","Madhuri Bhaban, Holding-2, Road-3, Section-7, Pallabi, Mirpur 11 Bus Stand, Dhaka-1216."
5,"Kalshi Main Road FT-1, Mirpur","Holding-4, Road-28, Block-D, Section-11, Kalshi Main Road, Pallabi, Mirpur-1216."
6,"Kalshi Main Road FT-2, Mirpur","Holding-4, Road-28, Block-D, Section-11, Kalshi Main Road, Pallabi, Mirpur-1216."
7,"Kalshi Main Road FT-3, Mirpur","Holding-4, Road-28, Block-D, Section-11, Kalshi Main Road, Pallabi, Mirpur-1216."
8,"Mirpur DOHS FT-1, Dhaka ATM","Zamans Trade Center, Holding-3448, Kalshi-Mirpur DOHS Road, Mirpur DOHS, Dhaka."
9,"Mirpur DOHS FT-2, Dhaka ATM","Zamans Trade Center, Holding-3448, Kalshi-Mirpur DOHS Road, Mirpur DOHS, Dhaka."
10,"Mirpur DOHS FT-3, Dhaka ATM","Zamans Trade Center, Holding-3448, Kalshi-Mirpur DOHS Road, Mirpur DOHS, Dhaka."
11,"Kalshi Mirpur, DHK FT - 4 ATM","House No# 01, Journalist R/A, Block# F, Section # 11, Mirpur, Pallabi, Dhaka - 1216"
12,"Pallabi, Mirpur - 7 FT - 1 ATM","Holding No. - 823, Road - 4, Section - 7, Pallabi, Mirpur, Dhaka - 1216"
13,"Pallabi, Mirpur - 7 FT - 2 ATM","Holding No. - 823, Road - 4, Section - 7, Pallabi, Mirpur, Dhaka - 1216"
14,"Pallabi, Mirpur - 7 FT - 3 ATM","Holding No. - 823, Road - 4, Section - 7, Pallabi, Mirpur, Dhaka - 1216"
15,"Pallabi, Mirpur - 7 FT - 4 ATM","Holding No. - 823, Road - 4, Section - 7, Pallabi, Mirpur, Dhaka - 1216"
16,Pallabi Extension FT - 1 ATM,"K/1, Pallabi Extension, Mirpur, Dhaka - 1216"
17,Pallabi Extension FT - 2 ATM,"K/1, Pallabi Extension, Mirpur, Dhaka - 1216"
18,Pallabi Extension FT - 3 ATM,"K/1, Pallabi Extension, Mirpur, Dhaka - 1216"
19,"Kalshi Mirpur, DHK FT - 1 ATM","House No# 01, Journalist R/A, Block# F, Section # 11, Mirpur, Pallabi, Dhaka - 1216"
20,"Kalshi Mirpur, DHK FT - 2 ATM","House No# 01, Journalist R/A, Block# F, Section # 11, Mirpur, Pallabi, Dhaka - 1216"
21,Mirpur - 12 FT - 1 ATM,"Plot - 12, Road - 8 Sec - 12/A, Mirpur, Dhaka - 1216"
22,Mirpur - 12 FT - 2 ATM,"Plot - 12, Road - 8 Sec - 12/A, Mirpur, Dhaka - 1216"
23,"Kalshi Mirpur, DHK FT - 3 ATM","House No# 01, Journalist R/A, Block# F, Section # 11, Mirpur, Pallabi, Dhaka - 1216"
24,Mirpur - 12 FT - 3 ATM,"Plot - 12, Road - 8 Sec - 12/A, Mirpur, Dhaka - 1216"
25,Mirpur - 12 FT - 4 ATM,"Plot - 12, Road - 8 Sec - 12/A, Mirpur, Dhaka - 1216"
26,Pallabi Extension FT - 4 ATM,"K/1, Pallabi Extension, Mirpur, Dhaka - 1216"
27,Rupnagar FT - 1 ATM,"House # 58, Road - 22, Rupnagar, Pallabi, Dhaka - 1216"
28,Rupnagar FT - 2 ATM,"House # 58, Road - 22, Rupnagar, Pallabi, Dhaka - 1216"
29,Rupnagar FT - 3 ATM,"House # 58, Road - 22, Rupnagar, Pallabi, Dhaka - 1216"
30,Rupnagar FT - 4 ATM,"House # 58, Road - 22, Rupnagar, Pallabi, Dhaka - 1216"
31,"Mirpur DOHS FT-4, Dhaka ATM","Zamans Trade Center, Holding-3448, Kalshi-Mirpur DOHS Road, Mirpur DOHS, Dhaka."
32,Pallabi Extension Gate-1 FT -2,"Renassance Point, Holding - 29-A/23, Jahirul Islam Avenue, Pallabi, Dhaka"
33,Rupnagar Sub Branch FT - 1 ATM,"J/62, Extension Pallabi, Rupnagar, Dhaka"
34,Rupnagar Sub Branch FT - 2 ATM,"J/62, Extension Pallabi, Rupnagar, Dhaka"
35,"Block-C, Mirpur-12  FT-1 ATM","Holding No. 48, Road No. 02, Block C, Mirpur, Pallabi, Dhaka."
36,"Block-C, Mirpur-12  FT-2 ATM","Holding No. 48, Road No. 02, Block C, Mirpur, Pallabi, Dhaka."
1,"Bijoynagar FT-7, Dhaka ATM","Holding-205/1, Shaheed  Nazrul Islam  Sarani, Bijoynagar, Dhaka-1000."
2,"Bijoynagar FT-6, Dhaka ATM","Holding-205/1, Shaheed  Nazrul Islam  Sarani, Bijoynagar, Dhaka-1000."
3,"VIP Road FT-2, Paltan ATM","SEL Trident Tower, 57 VIP Road, Purana Paltan Lane, Dhaka-1000."
4,"Bijoynagar FT-1, Dhaka ATM","Holding-205/1, Shaheed  Nazrul Islam  Sarani, Bijoynagar, Dhaka-1000."
5,"Bijoynagar FT-2, Dhaka ATM","Holding-205/1, Shaheed  Nazrul Islam  Sarani, Bijoynagar, Dhaka-1000."
6,"Bijoynagar FT-3, Dhaka ATM","Holding-205/1, Shaheed  Nazrul Islam  Sarani, Bijoynagar, Dhaka-1000."
7,"Bijoynagar FT-4, Dhaka ATM","Holding-205/1, Shaheed  Nazrul Islam  Sarani, Bijoynagar, Dhaka-1000."
8,"Bijoynagar FT-5, Dhaka ATM","Holding-205/1, Shaheed  Nazrul Islam  Sarani, Bijoynagar, Dhaka-1000."
9,Bijoy Nagar Branch FT-3 ATM,"Prime Tower, 180-181,Bijoy Nagar, Dhaka."
10,Bijoy Nagar Branch FT-2 ATM,"Prime Tower, 180-181,Bijoy Nagar, Dhaka."
11,Bijoy Nagar Branch FT-1 ATM,"Prime Tower, 180-181,Bijoy Nagar, Dhaka."
12,Topkhana Road FT-1 DHK ATM,"Bengal Center, 28, Topkhana Road, Dhaka-1000."
13,"VIP Road FT-4, Paltan ATM","SEL Trident Tower, 57 VIP Road, Purana Paltan Lane, Dhaka-1000."
14,Topkhana Road FT-2 Dhaka ATM,"Bengal Center, 28, Topkhana Road, Dhaka-1000."
15,Topkhana Road FT-3 DHK ATM,"Bengal Center, 28, Topkhana Road, Dhaka-1000."
16,Topkhana Road FT-4 Dhaka ATM,"Bengal Center, 28, Topkhana Road, Dhaka-1000."
17,"VIP Road FT-3, Paltan ATM","SEL Trident Tower, 57 VIP Road, Purana Paltan Lane, Dhaka-1000."
18,"VIP Road FT-1, Paltan ATM","SEL Trident Tower, 57 VIP Road, Purana Paltan Lane, Dhaka-1000."
1,Ena Tower FT-3 Panthapath ATM,"Ena Tower, Holding No. 57/3, Panthapath Road, Dhanmondi, Dhaka."
2,West Panthapath FT-2 ATM,"Rangan Tower, Holding - 44/7, West Panthapath, Dhaka-1205."
3,West Panthapath FT-1 ATM,"Rangan Tower, Holding - 44/7, West Panthapath, Dhaka-1205."
4,Bashundhara Shopping Mall ATM,"Bashundhara City Complex, Panthapath, Dhaka - 1205"
5,Bashundhara Level 8 - 1 ATM,"Bashundhara City Shopping Mall, Bashundhara City, Level - 8, Panthapath, Dhaka - 1205"
6,Bashundhara Level 8 - 2 ATM,"Bashundhara City Shopping Mall, Bashundhara City, Level - 8, Panthapath, Dhaka - 1205"
7,Square Hospital ATM,"Square Hospital, 18/F, West Panthabath, Dhaka - 1205"
8,West Panthapath FT-4 ATM,"Rangan Tower, Holding - 44/7, West Panthapath, Dhaka-1205."
9,West Panthapath FT-3 ATM,"Rangan Tower, Holding - 44/7, West Panthapath, Dhaka-1205."
10,K K Bhaban FT-1 Panthapath,"K. K. Bhaban, Holding - 69/K, Ward No. 16, Bir Uttam Kazi Nuruzzaman Road, Panthapath, Dhaka."
11,K K Bhaban FT-2 Panthapath,"K. K. Bhaban, Holding - 69/K, Ward No. 16, Bir Uttam Kazi Nuruzzaman Road, Panthapath, Dhaka."
12,K K Bhaban FT-3 Panthapath,"K. K. Bhaban, Holding - 69/K, Ward No. 16, Bir Uttam Kazi Nuruzzaman Road, Panthapath, Dhaka."
13,K K Bhaban FT-4 Panthapath,"K. K. Bhaban, Holding - 69/K, Ward No. 16, Bir Uttam Kazi Nuruzzaman Road, Panthapath, Dhaka."
14,Square Hospital ATM,"Square Hospital, 18/F, West Panthabath, Dhaka - 1205"
15,Ena Tower FT-1 Panthapath ATM,"Ena Tower, Holding No. 57/3, Panthapath Road, Dhanmondi, Dhaka."
16,Ena Tower FT-2 Panthapath ATM,"Ena Tower, Holding No. 57/3, Panthapath Road, Dhanmondi, Dhaka."
1,"Nurer Chala FT-4, DHK ATM","Ashraf Tower, Nurer Chala, Mouza  Union   P.S.: Vatara Dhaka."
2,Dhaka House FT - 4 ATM,"?Dhaka  House?, Holding No: 22, Block No:J, Progati Sarani, Baridhara Diplomatic Zone, Dhaka - 1212"
3,Pragati Sharani FT - 1 ATM,"Kha 47/1, Progoti Sharoni, Shahzadpur, Gulshan, Dhaka - 1212"
4,Pragati Sharani FT - 2 ATM,"Kha 47/1, Progoti Sharoni, Shahzadpur, Gulshan, Dhaka - 1212"
5,Pragati Sharani FT - 3 ATM,"Kha 47/1, Progoti Sharoni, Shahzadpur, Gulshan, Dhaka - 1212"
6,Pragati Sharani FT - 4 ATM,"Kha 47/1, Progoti Sharoni, Shahzadpur, Gulshan, Dhaka - 1212"
7,Satarkul FT - 1 ATM,"House # 136, Abdullahbag Moor, Satarkul Road, Uttar Badda, Dhaka"
8,Satarkul FT - 2 ATM,"House # 136, Abdullahbag Moor, Satarkul Road, Uttar Badda, Dhaka"
9,Satarkul FT - 3 ATM,"House # 136, Abdullahbag Moor, Satarkul Road, Uttar Badda, Dhaka"
10,Satarkul FT - 4 ATM,"House # 136, Abdullahbag Moor, Satarkul Road, Uttar Badda, Dhaka"
11,Dhaka House FT - 1 ATM,"?Dhaka  House?, Holding No: 22, Block No:J, Progati Sarani, Baridhara Diplomatic Zone, Dhaka - 1212"
12,Dhaka House FT - 2 ATM,"?Dhaka  House?, Holding No: 22, Block No:J, Progati Sarani, Baridhara Diplomatic Zone, Dhaka - 1212"
13,Dhaka House FT - 3 ATM,"?Dhaka  House?, Holding No: 22, Block No:J, Progati Sarani, Baridhara Diplomatic Zone, Dhaka - 1212"
14,"Nurer Chala FT - 1, DHK ATM","Ashraf Tower, Nurer Chala, Mouza-Union-P.S.: Vatara, Dhaka"
15,"Nurer Chala FT - 2, DHK ATM","Ashraf Tower, Nurer Chala, Mouza-Union-P.S.: Vatara, Dhaka"
16,"Nurer Chala FT - 3, DHK ATM","Ashraf Tower, Nurer Chala, Mouza-Union-P.S.: Vatara, Dhaka"
1,"Supreme Court, Dhaka","Supreme Court Bar Association Building (southern portion of under constructed shade), Bangladesh Sup"
2,"Supreme Court, Dhaka","Supreme Court Bar Association Building (southern portion of under constructed shade), Bangladesh Sup"
1,"Titas Road FT-4, Rampura ATM","Abedin Villa, Holding - 180/5/2, Titas Road, East Rampura, Dhaka-1219."
2,"Mohanagar Housing FT-1, Dhaka","Flora House, Holding - C-54 Mohanagar Housing Main Road, Dhaka."
3,"Mohanagar Housing FT-2, Dhaka","Flora House, Holding - C-54 Mohanagar Housing Main Road, Dhaka."
4,"Titas Road FT-1, Rampura ATM","Abedin Villa, Holding - 180/5/2, Titas Road, East Rampura, Dhaka-1219."
5,"Titas Road FT-2, Rampura ATM","Abedin Villa, Holding - 180/5/2, Titas Road, East Rampura, Dhaka-1219."
6,"Titas Road FT-3, Rampura ATM","Abedin Villa, Holding - 180/5/2, Titas Road, East Rampura, Dhaka-1219."
7,"Hajipara FT-4, Dhaka ATM","Hira Bhaban, Holding - 2, West Chowdhurypara, Hajipara, DIT Road, Dhaka-1219."
8,DIT ROAD FT-2 RAMPURA,"Rafan Tower, Holding - 2, DIT Road, Rampura Dhaka -1219.  "
9,DIT ROAD FT-3 RAMPURA,"Rafan Tower, Holding - 2, DIT Road, Rampura Dhaka -1219.  "
10,DIT ROAD FT-4 RAMPURA,"Rafan Tower, Holding - 2, DIT Road, Rampura, Dhaka -1219"
11,DIT ROAD FT-1 RAMPURA,"Rafan Tower, Holding - 2, DIT Road, Rampura, Dhaka -1219"
12,"West Rampura FT-3, Dhaka ATM","381 West Rampura, Dhaka-1214."
13,"West Rampura FT-2, Dhaka ATM","381 West Rampura, Dhaka-1214."
14,"Mohanagar Housing FT-3, Dhaka","Flora House, Holding - C-54 Mohanagar Housing Main Road, Dhaka."
15,"Hajipara FT-3, Dhaka ATM","Hira Bhaban, Holding - 2, West Chowdhurypara, Hajipara, DIT Road, Dhaka-1219."
16,"West Rampura FT-1, Dhaka ATM","381 West Rampura, Dhaka-1214."
17,East Rampura FT - 1 ATM,"Kazi Villa, Holiding # 375, East D.I.T. Road, Rampura, Dhaka - 1219"
18,East Rampura FT - 2 ATM,"Kazi Villa, Holiding # 375, East D.I.T. Road, Rampura, Dhaka - 1219"
19,East Rampura FT - 3 ATM,"Kazi Villa, Holiding # 375, East D.I.T. Road, Rampura, Dhaka - 1219"
20,"Hajipara FT-1, Dhaka ATM","Hira Bhaban, Holding - 2, West Chowdhurypara, Hajipara, DIT Road, Dhaka-1219."
21,"Hajipara FT-2, Dhaka ATM","Hira Bhaban, Holding - 2, West Chowdhurypara, Hajipara, DIT Road, Dhaka-1219."
1,East Rayerbazar FT - 1 ATM," H - 216, Sher-E-Bangla Road, East Rayerbazar, Dhanmondi, Dhaka - 1207"
2,East Rayerbazar FT - 2 ATM," H - 216, Sher-E-Bangla Road, East Rayerbazar, Dhanmondi, Dhaka - 1207"
3,E RAYERBZR FT-3 ,"Â H - 216, Sher-E-Bangla Road, East Rayerbazar, Dhanmondi, Dhaka - 1207"
4,East Rayerbazar FT - 4 ATM," H - 216, Sher-E-Bangla Road, East Rayerbazar, Dhanmondi, Dhaka - 1207"
1,"Ring Road - 1, Mohammadpur","18/10 Tikkapara, Ring Road Mohammadpur, Dhaka"
2,"Ring Road - 2, Mohammadpur","18/10 Tikkapara, Ring Road Mohammadpur, Dhaka"
3,"Ring Road - 3, Mohammadpur","18/10 Tikkapara, Ring Road Mohammadpur, Dhaka"
4,"Ring Road - 4, Mohammadpur","18/10 Tikkapara, Ring Road Mohammadpur, Dhaka"
5,P C Culture Mohhpur FT - 1 ATM,"House # 12, Road # 5, P C Cultutre Housing Socity, Mohammadpur, Dhaka"
6,P C Culture Mohhpur FT - 2 ATM,"House # 12, Road # 5, P C Cultutre Housing Socity, Mohammadpur, Dhaka"
7,P C Culture Mohhpur FT - 3 ATM,"House # 12, Road # 5, P C Cultutre Housing Socity, Mohammadpur, Dhaka"
8,P C Culture Mohhpur FT - 4 ATM,"House # 12, Road # 5, P C Cultutre Housing Socity, Mohammadpur, Dhaka"
1,"Konakhola FT - 1, Keraniganj ATM","185 Konakhola, Basta, Keraniganj, Dhaka - 1310"
2,"Konakhola FT - 2, Keraniganj ATM","185 Konakhola, Basta, Keraniganj, Dhaka - 1310"
3,"Paragram Bazar FT - 1, Nawabganj ATM","Mamtaj Plaza, Paragram Bazar, Union - Koilail, P. S - Nawabganj, Dhaka"
4,"Paragram Bazar FT - 2, Nawabganj ATM","Mamtaj Plaza, Paragram Bazar, Union - Koilail, P. S - Nawabganj, Dhaka"
5,"Paragram Bazar FT - 3, Nawabganj ATM","Mamtaj Plaza, Paragram Bazar, Union - Koilail, P. S - Nawabganj, Dhaka"
6,"Kalatia Bazar FT - 1, Keraniganj ATM","Rob Mansion, Kalatia Bazar  Shamsherpur, Kalatia, Keraniganj"
7,"Kalatia Bazar FT - 2, Keraniganj ATM","Rob Mansion, Kalatia Bazar  Shamsherpur, Kalatia, Keraniganj"
1,"Banglabazar FT-1, Dhaka ATM","Holding-4, P.K. Roy Road, Banglabazar, Dhaka-1100."
2,"Banglabazar FT-2, Dhaka ATM","Holding-4, P.K. Roy Road, Banglabazar, Dhaka-1100."
3,"Banglabazar FT-3, Dhaka ATM","Holding-4, P.K. Roy Road, Banglabazar, Dhaka-1100."
1,Sat Mosjid Road Branch - 3 ATM,"Plot # 47, Road # 9/A, Dhanmondi R/A, Dhaka - 1209"
2,Sat Mosjid Road Branch - 4 ATM,"Plot # 47, Road # 9/A, Dhanmondi R/A, Dhaka - 1209"
3,Shimanto Square - 1 ATM,"Shimanto Square, Road # 2, Dhanmondi, Dhaka - 1205"
4,Shimanto Square - 2 ATM,"Shimanto Square, Road # 2, Dhanmondi, Dhaka - 1205"
5,Sat Mosjid Road Branch - 1 ATM,"Plot # 47, Road # 9/A, Dhanmondi R/A, Dhaka - 1209"
6,Sat Mosjid Road Branch - 2 ATM,"Plot # 47, Road # 9/A, Dhanmondi R/A, Dhaka - 1209"
1,"Thana Road FT -2 , Savar ATM","Life Lift Tower, Holding-B-5, Thana Road, Savar Dhaka."
2,Global Attire FT-3 Ashulia ATM,"Global Attire Limited (GAL), Khejurtek, Mirzanagar, Pathalia, Ashulia, Dhaka."
3,Sarker Market Ashulia FT-4 ATM,"Gorat, Sarker Market (Night Angle Hospital Road),Yearpur, Ashulia, Dhaka."
4,Savar Cantt Savar-1 ATM,"Hazi Nizam Plaza, Dendabar Savar, Cantonment, Ashulia, Savar, Dhaka"
5,"Thana Road FT -1 , Savar ATM","Life Lift Tower, Holding-B-5, Thana Road, Savar Dhaka."
6,Savar Cantonment FT-7 ATM,"Open space between Sonali Bank and Kallyania, Saver cantonment."
7,Savar Cantonment FT-8 ATM,"Open space between Sonali Bank and Kallyania, Saver cantonment."
8,Rajfulbaria FT-2 Savar,"Mohammed Ali Yeakub Ali School and College, Rajfulbaria, Savar, Dhaka."
9,Rajfulbaria FT-3 Savar,"Mohammed Ali Yeakub Ali School and College, Rajfulbaria, Savar, Dhaka."
10,Rajfulbaria FT-4 Savar,"Mohammed Ali Yeakub Ali School and College, Rajfulbaria, Savar, Dhaka."
11,"Kabirpur Bus Stand FT -4, Ashu","Kabirpur Bus Stand, Ashulia, Savar, Dhaka"
12,"Kabirpur Bus Stand FT -3, Ashu","Kabirpur Bus Stand, Ashulia, Savar, Dhaka"
13,Genda Bus stand FT-1 Savar ATM,"Khan Villa, House-09, Taramia Road, Savar-1340."
14,South Dariarpur FT- 2 Savar,"8/4, South Dariarpur, Savar, Dhaka."
15,South Dariarpur FT- 4 Savar,"8/4, South Dariarpur, Savar, Dhaka."
16,Sarker Market Ashulia FT-2 ATM,"Gorat, Sarker Market (Night Angle Hospital Road),Yearpur, Ashulia, Dhaka."
17,Global Attire FT-2 Ashulia ATM,"Global Attire Limited (GAL), Khejurtek, Mirzanagar, Pathalia, Ashulia, Dhaka."
18,Hazi Unus Ali Sarak FT-6 Savar,"Holding - 60/3, Hazi Unus Ali Sarak, Pourashava: Savar, PO PS: Savar, Dhaka."
19,Hazi Unus Ali Sarak FT-7 Savar,"Holding - 60/3, Hazi Unus Ali Sarak, Pourashava: Savar, PO PS: Savar, Dhaka."
20,Hazi Unus Ali Sarak FT-8 Savar,"Holding - 60/3, Hazi Unus Ali Sarak, Pourashava: Savar, PO PS: Savar, Dhaka."
21,Hazi Unus Ali Sarak FT-9 Savar,"Holding - 60/3, Hazi Unus Ali Sarak, Pourashava: Savar, PO PS: Savar, Dhaka."
22,Savar Cantt Savar-2 ATM,"Hazi Nizam Plaza, Dendabar Savar, Cantonment, Ashulia, Savar, Dhaka"
23,Hazi Unus Ali Sarak FT-3 Savar,"Holding - 60/3, Hazi Unus Ali Sarak, Pourashava: Savar, PO PS: Savar, Dhaka."
24,Hazi Unus Ali Sarak FT-4 Savar,"Holding - 60/3, Hazi Unus Ali Sarak, Pourashava: Savar, PO PS: Savar, Dhaka."
25,Hazi Unus Ali Sarak FT-5 Savar,"Holding - 60/3, Hazi Unus Ali Sarak, Pourashava: Savar, PO PS: Savar, Dhaka."
26,"Aboni Textile FT-3, Savar ATM","Aboni Textile Limited (a sister concern of Babylon Group), Tetulzhora, Hemayetpur, Savar, Dhaka."
27,Savar Cantonment FT-5 ATM,"Open space between Sonali Bank and Kallyania, Saver cantonment."
28,"Aboni Textile FT-1, Savar ATM","Aboni Textile Limited (a sister concern of Babylon Group), Tetulzhora, Hemayetpur, Savar, Dhaka."
29,"Aboni Textile FT-2, Savar ATM","Aboni Textile Limited (a sister concern of Babylon Group), Tetulzhora, Hemayetpur, Savar, Dhaka."
30,Miajee Plaza FT -3 Savar ATM,"Miajee Plaza, 73/3, Birulia Road, Ward-07, Savar, Dhaka."
31,Miajee Plaza FT -4 Savar ATM,"Miajee Plaza, 73/3, Birulia Road, Ward-07, Savar, Dhaka."
32,CRP Savar FT-3 ATM,"Center for Rehabilitation of the Paralysed (CRP), Savar, Dhaka."
33,H R TEX MILL-1 SAV,"H.R. Textile Mills Limited (An enterprise of Pride Group), 4 Karnapara, Savar, Dhaka"
34,"Thana Road FT -3 , Savar ATM","Life Lift Tower, Holding-B-5, Thana Road, Savar Dhaka."
35,South Dariarpur FT- 1 Savar,"8/4, South Dariarpur, Savar, Dhaka."
36,"AKH Knitting  FT- 3, Savar ATM","AKH Knitting and Dyeing Limited, Raj Phulbaria, Tetuljhora, Savar, Dhaka-1347."
37,Sarker Market Ashulia FT-3 ATM,"Gorat, Sarker Market (Night Angle Hospital Road),Yearpur, Ashulia, Dhaka."
38,"Birulia Road FT-3, Savar ATM","84, Modhya Rajashan, Birulia Road, Savar, Dhaka."
39,Jahangirnagar University FT - ,"Jahangirnagar University Campus, Savar, Dhaka"
40,Jahangirnagar University FT - ,"Jahangirnagar University Campus, Savar, Dhaka"
41,Jahangirnagar University FT - ,"Jahangirnagar University Campus, Savar, Dhaka"
42,Rajfulbaria FT-1 Savar,"Mohammed Ali Yeakub Ali School and College, Rajfulbaria, Savar, Dhaka."
43,"Bank Town FT-4, Savar ATM","Bank Town Market Complex, Road No. 02, Ward No. 09, Savar Pourosava, Savar."
44,Genda Bus stand FT-2 Savar ATM,"Khan Villa, House-09, Taramia Road, Savar-1340."
45,"Kalma FT-3, Savar ATM","Rahman Villa, Holding-1, Kalma, Savar, Dhaka-1341."
46,"Kalma FT-1, Savar ATM","Rahman Villa, Holding-1, Kalma, Savar, Dhaka-1341."
47,"Kalma FT-2, Savar ATM","Rahman Villa, Holding-1, Kalma, Savar, Dhaka-1341."
48,Gazirchat Savar Cantt ATM,"Gazirchat Checkpost, Savar Cantonment, Dhaka"
49,Dendabore Savar Cantt ATM,"Dendabore MP Checkpost, Saver Cantonment, Savar, Dhaka"
50,"Nama Bazar, Savar FT - 3 ATM","Bismillah Plaza, 132/B, Bazar Road, Savar, Dhaka - 1340"
51,"Nama Bazar, Savar FT - 4 ATM","Bismillah Plaza, 132/B, Bazar Road, Savar, Dhaka - 1340"
52,Gazirchat Savar - 2 Cantt ATM,"Gazirchat Checkpost, Savar Cantonment, Dhaka"
53,Dendabore - 2 Savar Cantt ATM,"Dendabore MP Checkpost, Saver Cantonment, Savar, Dhaka"
54,CRP Savar FT-1 ATM,"Center for Rehabilitation of the Paralysed (CRP), Savar, Dhaka."
55,CRP Savar FT-2 ATM,"Center for Rehabilitation of the Paralysed (CRP), Savar, Dhaka."
56,"Nama Bazar, Savar FT - 1 ATM","Bismillah Plaza, 132/B, Bazar Road, Savar, Dhaka - 1340"
57,"Nama Bazar, Savar FT - 2 ATM","Bismillah Plaza, 132/B, Bazar Road, Savar, Dhaka - 1340"
58,Savar New Market FT - 1 ATM,"Savar New Market, Savar Pouro Shava, Dhaka Aricha Highway, Dhaka"
59,Savar New Market FT - 2 ATM,"Savar New Market, Savar Pouro Shava, Dhaka Aricha Highway, Dhaka"
60,Savar New Market FT - 3 ATM,"Savar New Market, Savar Pouro Shava, Dhaka Aricha Highway, Dhaka"
61,Savar New Market FT - 4 ATM,"Savar New Market, Savar Pouro Shava, Dhaka Aricha Highway, Dhaka"
62,Savar Cantonment FT - 1 ATM,"Open space between Sonali Bank and Kallyania, Saver cantonment, Savar, Dhaka"
63,Savar Cantonment FT - 2 ATM,"Open space between Sonali Bank and Kallyania, Saver cantonment, Savar, Dhaka"
64,Savar Cantonment FT - 3 ATM,"Open space between Sonali Bank and Kallyania, Saver cantonment, Savar, Dhaka"
65,Savar Cantonment FT - 4 ATM,"Open space between Sonali Bank and Kallyania, Saver cantonment, Savar, Dhaka"
66,Savar Cantonment FT - 6 ATM,"Open space between Sonali Bank and Kallyania, Saver cantonment, Savar, Dhaka"
67,"AKH Knitting  FT- 1, Savar ATM","AKH Knitting and Dyeing Limited, Raj Phulbaria, Tetuljhora, Savar, Dhaka-1347."
